# generated on 2025-09-02 19:11:39.042695736 UTC with Config {startDate = 2021-08-01 00:00:00 UTC, endDate = 2025-08-01 00:00:00 UTC}
githubId,githubUsername,commits,merges
183738665,elfenermarcell,15,0
18373967,link2xt,4,0
18374,jcf,11,0
18375468,Eliot00,21,0
1837725,LorenzBischof,2,0
183879,flokli,364,808
183976,skrobul,1,0
1839979,nthorne,1,0
18403034,ShaddyDC,15,0
184105270,KSJ2000,39,0
18414241,Compile-Time,2,0
1841652,jangdan,2,0
184175002,sebaszv,8,0
18423154,seanybaggins,35,0
18430320,chewblacka,167,0
1843197,jackwilsdon,33,0
18437312,yukiisbored,74,1
18437660,junglerobba,6,0
18444302,tris203,1,0
18447310,klntsky,1,0
1844746,AndrewKvalheim,44,0
184563,brpaz,2,0
18459807,s1n7ax,1,0
18467667,balsoft,121,74
1847524,evanjs,19,0
184797,mklca,5,0
18479956,Xitian9,1,0
1848064,nowittynamesleft,9,0
18501,jflanglois,2,0
18505904,matthewdargan,1,0
185075,aecay,2,0
1851962,galenhuntington,5,0
185304,YarekTyshchenko,4,0
18535642,emilazy,1346,949
185443,binarin,3,0
1856269,boeyms,14,0
185637611,ilyist,6,0
1857338,kaii-zen,4,0
1857414,ohAitch,2,0
1858154,starcraft66,25,0
18585305,tjhu,1,0
1859691,nek0,8,0
18599032,Atemu,395,606
186027,Tarinaky,2,0
18604892,nathanruiz,4,0
186170,mmisono,2,0
18621411,TilCreator,15,0
1863379,Saeverix,3,0
18634156,MatthewCash,12,0
18639279,theverygaming,3,0
18640261,Pablito2020,3,0
18654005,Ovyerus,3,0
18656090,takagiy,1,0
18661391,MalteJanz,5,0
1866448,yurrriq,45,60
18664655,lonyelon,8,0
186660,hellwolf,85,0
1867189,John-Colvin,2,0
18689,m4dc4p,3,0
18732253,nothingnesses,1,0
187338595,pacaroha,3,0
18734648,teatwig,14,0
1874242,dotboris,4,0
18749973,PhotonQuantum,4,0
18750600,iostapyshyn,2,0
1877962,hlopezvg,1,0
187831,keegancsmith,14,0
1878840,gmemstr,22,0
1879746,leon-barrett,4,0
188063,viraptor,267,331
188162351,ern775,4,0
1882000,GuillaumeDesforges,15,0
1882250,mahkoh,1,0
188314694,amadaluzia,13,0
1883533,gador,463,130
188659765,rebmit,2,0
1891350,7c6f434c,64,1293
189238310,acmelabrat,1,0
189298641,HeNeugier,1,0
1899200,mhwombat,17,0
1899654,zarkone,1,0
190049873,normalcea,62,0
1901799,Taneb,5,0
1903418,KoviRobi,21,0
1903556,hmenke,69,0
19036,matthewbauer,25,30
190443,iNecas,2,0
1904898,kadaan,1,0
1911807,Riyyi,1,0
19125153,Awkor,1,0
1913876,markusscherer,5,0
19142113,bglgwyng,1,0
19148271,nobodyinperson,4,0
1915,kivikakk,5,0
1915507,jbhoot,26,0
19157360,0xB10C,8,0
19158058,kevinlmadison,3,0
191622,meatcar,1,0
19170376,heijligen,20,0
19174984,WhittlesJr,2,0
19176616,InternetUnexplorer,9,0
1918,danderson,16,0
191825,miniBill,31,0
1918683,CorbanR,3,0
1918771,jpdoyle,1,0
191881319,keksdudel,1,0
19196352,Wint3rmute,1,0
19208988,sempruijs,2,0
192147,aszlig,14,15
19216598,JackTheMico,1,0
1923309,henkery,4,0
192395,fusion2004,1,0
19240940,ak2k,2,0
1926905,mdlayher,17,0
1927188,karolchmist,1,0
1927254,Xiami2012,5,0
19275558,GirardR1006,3,0
192880462,bogdan0x17,1,0
19289296,Theaninova,3,0
19290397,bb2020,32,0
19290901,agbrooks,19,0
192939,mayl,7,0
19294838,JackTheEngineer,1,0
19294869,transgwender,2,0
19296926,Huy-Ngo,9,0
19335,dnadlinger,1,0
193443,singron,1,0
193465580,bokicoder,6,0
19353212,Zaechus,8,0
19354425,abueide,2,0
19355,freshprince,9,0
19374,georgyo,8,0
19378309,AnyTimeTraveler,2,0
19383474,leftl,2,0
193895068,yuyuyureka,84,75
1939855,suominen,7,0
19399197,jwillikers,66,0
19400064,PhilippWoelfel,50,0
1940568,sebbel,3,0
1940652,spacekitteh,9,0
19415285,gigamonster256,9,0
19433256,rsniezek,4,0
19472270,seb314,2,0
194839676,palumbou,3,0
194893,gustavderdrache,5,0
1949438,guillaumematheron,4,0
19501722,Bauke,4,0
19502779,oxy,1,0
1951054,omidmnz,2,0
19511852,Semnodime,1,0
19512674,ZenithalHourlyRate,15,0
19516527,360ied,23,0
1952914,flemzord,3,0
195292349,wbondanza-devoteam,3,0
19531149,DolphinChips,2,0
19538856,RasmusRendal,19,0
19538877,jesseylin,1,0
19551513,lylythechosenone,3,0
19559103,ccritter,2,0
19562240,vncsb,4,0
195661,juliens,1,0
1957293,cransom,5,0
19580458,max-niederman,18,0
19591370,cnnrro,1,0
1960413,evilbulgarian,2,0
19614997,AMS21,6,0
1961699,rumpelsepp,4,0
196187334,DESPsyched,3,0
19626539,MichaelBrunn3r,2,0
1962985,xworld21,270,0
19630890,TheoTechnicguy,1,0
19633626,liarokapisv,3,0
1964655,ghisvail,6,0
1965782,toraritte,11,0
1965835,nesteroff,2,0
1965950,dpausp,24,0
196617,attilaolah,10,0
1966320,a1994sc,2,0
19669567,jemand771,15,0
19686979,VitGottwald,3,0
196982,bmillwood,25,0
196982523,MulliganSecurity,2,0
19699320,RossComputerGuy,483,236
19709142,fedepell,2,0
1973,will,15,0
19733,DerGuteMoritz,5,0
19733878,Curious-r,1,0
1973649,theneosloth,1,0
19742638,jordanisaacs,13,0
19746208,N-Parsons,2,0
19750714,LuNeder,5,0
19784049,rcmlz,3,0
1982341,jcumming,14,0
19825977,hirenashah,1,0
1982766,svenz,1,0
1983821,typetetris,9,0
19839085,leleuvilela,1,0
19862,orbekk,1,0
1986844,wd15,6,0
19880509,dpatterbee,2,0
1988485,randomnetcat,1,0
19894025,vinnymeller,55,0
19897088,90-008,12,0
1990394,FjolleJagt,1,0
19905904,sweber83,9,0
19909103,TTTPOB,1,0
19911,berryp,5,0
19915050,lolbinarycat,10,0
19916,martinhrvn,1,0
19927330,MaikoTan,2,0
19927761,joerdav,1,0
19950702,Stzx,4,0
199624,obi12341,1,0
1997638,dotmobo,3,0
19994487,PeterHindes,1,0
20029431,zyansheep,1,0
20050953,zacharyweiss,4,0
20051140,herobrauni,1,0
20056195,coopbri,1,0
20063502,syberant,2,0
20080233,bobby285271,3029,4805
20084245,arriven,1,0
20087213,MZauchner,1,0
2008875,michielboekhoff,3,0
20089782,gkleen,2,0
20095261,edmundmiller,11,0
20105014,rounakdatta,1,0
20114252,InSelfControll,1,0
20123683,shenlebantongying,6,0
20145996,vlinkz,38,14
20159432,tournemire,7,0
2016135,caffineehacker,3,0
201615,fangpenlin,18,0
20166594,patricoferris,1,0
201773530,doggobit0,8,0
2018890,Halbaroth,3,0
20192137,dminuoso,6,0
20206121,umlx5h,2,0
20208,garbas,269,650
20211219,theotheroracle,10,0
20214715,S-NA,10,0
202178,atopuzov,4,0
2023546,willbush,59,21
202474,ctron,6,0
20247528,Tobi34,2,0
2025623,dwarfmaster,4,0
20261421,bolt12,1,0
20269529,Elserjo,11,0
20273200,jmininger,1,0
2027430,mattkang,4,0
2027877,Bert-Proesmans,6,0
2027925,Tombert,7,0
202798,delroth,165,271
20283252,vglfr,3,0
20284688,I-Al-Istannen,2,0
20300586,CherryKitten,11,0
20312381,PedroRegisPOAR,4,0
20314742,ritiek,3,0
203168,fehrenbach,8,0
203195,Szczyp,1,0
20320695,ixxie,1,0
2032823,DGollings,5,0
20342389,pancaek,8,0
2034420,lasandell,6,0
203532065,3pleX-dev,7,0
20357938,dvcorreia,7,0
203584,hhomar,1,0
20364796,sekunho,6,0
203691,rebeccaskinner,1,0
20369462,ROCKTAKEY,1,0
20391,nshalman,5,0
20395895,gekoramy,1,0
20400405,wucke13,41,0
20401017,m-burg,1,0
2040179,clement-roblot,1,0
20404439,jennydaman,1,0
20405991,andersrh,19,0
20407973,bmrips,8,0
20408518,kylelovestoad,2,0
20411956,stephen-huan,46,0
2042030,mawis,2,0
20427994,fnxln,2,0
204321,Narsil,1,0
20434,mkaito,3,2
2043497,anna-oake,2,0
20436235,smoothprogrammer,3,0
20440897,caiquefigueiredo,4,0
20448408,berbiche,17,0
20464732,WilliButz,45,50
20472367,Piturnah,1,0
2047951,andr1an,2,0
20483759,chenlijun99,1,0
20484159,squat,6,0
2048635,Freakmiko,1,0
2049163,SiriusStarr,2,0
2049686,sestrella,5,0
20508831,thrifty-txt,1,0
2051507,Hyzual,2,0
2051572,CircuitCoder,3,0
20520951,ondt,3,0
20522234,ebbertd,14,0
20525370,infinisil,1172,960
20529,pelme,3,0
20529712,prophetofxenu,2,0
20530052,amiloradovsky,3,0
20533356,importantblimp,3,0
20535246,uxodb,2,0
20538273,ameertaweel,12,0
2054509,cgevans,1,0
2055068,scottbot95,7,0
20558949,ancathri,1,0
205592,interru,1,0
205673,bobrippling,9,0
2058614,J3RN,1,0
20594633,ocelik94,2,0
20596599,RMTT,2,0
2060836,starkca90,2,0
20619776,moni-dz,109,0
2062166,akgrant43,14,0
206242,herrwiese,11,0
20625636,johnpyp,2,0
20627275,sevenautumns,4,0
206357,honza,2,0
20639051,vbrandl,6,0
20643359,reimeri,3,0
20643401,powwu,4,0
20644917,PRESFIL,3,0
20658981,jwygoda,3,0
2066508,Nervengift,1,0
20665331,markbeep,3,0
20684258,huskyistaken,4,0
206872,eddsteel,6,0
20698483,XYenon,34,0
20701325,kmt-lnh,1,0
207073,Lillecarl,7,0
2071575,adamcstephens,807,987
2071583,bhipple,3,84
207166,jonathan-conder,2,0
20721416,xiaoxiaoafeifei,1,0
2072185,mpscholten,58,0
20724914,rikhuijzer,6,0
20735482,ayazhafiz,6,0
207369,jfroche,32,0
207392575,ik-nz,5,0
2075353,mattpolzin,82,80
20756843,soupglasses,18,0
20759788,dragonginger10,3,0
20760527,r3n3gad3p3arl,5,0
20760920,huantianad,94,0
20772540,akotro,3,0
20781976,eg-ayoub,2,0
207841739,agvantibo-again,8,0
207988,loganlinn,1,0
208010,tpwrules,103,0
208228,jcszymansk,1,0
20827447,holaguz,3,0
208297,Luz,10,0
2083950,Congee,17,0
208440,naggie,2,0
2084639,tennox,21,0
20847625,ehllie,10,0
20849728,hacker1024,245,0
208500,jcmuller,2,0
2085567,aneeshusa,9,0
20863431,prit342,2,0
20865531,niraethm,2,0
20866468,poperigby,26,0
20892091,Maximilian-Staab,1,0
2090758,hyshka,4,0
209139160,vntsuyo,2,0
209175,alesya-h,6,0
20928094,MCSeekeri,5,0
20933385,Anton-Latukha,1,0
2093941,astsmtl,1,0
2095449,dairyisscary,12,0
20956069,GOKOP,2,0
20957970,crftbt,1,0
2096594,Dietr1ch,2,0
209729,kevingriffin,2,0
20981725,samalws,2,0
2099774,0xSbock,1,0
2101211,DaGenix,17,0
21013281,cameronfyfe,17,0
21026858,timKraeuter,1,0
210410075,elliotberman,3,0
21043601,LeUlukai,4,0
21069876,reedrw,21,0
21079473,carjorvaz,1,0
2108,iamruinous,1,0
21081069,ezemtsov,4,0
21087104,Laurent2916,25,0
21090009,YourFin,3,0
21099202,UARTman,2,0
21103047,abayomi185,2,0
21113608,izik1,1,0
21125058,xeals,8,0
211478815,notehmry,1,0
21150434,deirn,2,0
21156022,michojel,9,0
21156405,GTrunSec,9,0
21159584,tmuehlbacher,9,0
21160136,ju1m,187,0
2119212,jsoref,1,0
2120966,t-chab,3,0
21230295,the-mikedavis,4,0
21236836,eliandoran,75,0
21251569,liamwb,5,0
2125828,traverseda,2,0
212597,seberm,18,0
21270915,km-clay,2,0
21271782,mrgalopes,1,0
2127318,celestefox,1,0
21284258,RmiTtro,1,0
21287366,akr2002,8,0
2129,badboy,2,0
2129135,FRidh,143,265
21295306,alt-romes,1,0
2130305,turboMaCk,27,80
21310755,vimpostor,1,0
21313906,EsAu79p,4,0
2131991,cizra,3,0
213212767,0xferrous,1,0
21342713,ymstnt,22,0
21343557,ninelore,19,0
21345269,ThibaultLemaire,3,0
2135469,flacks,4,0
213619,h3ndrik,2,0
21362942,fugidev,15,0
21371712,roconnor-blockstream,1,0
21412,djahandarie,1,0
2141853,Qusic,13,0
2147649,euank,70,0
214787,bendlas,75,39
215011,sgrimee,6,0
2151333,piotrkwiecinski,188,0
2157287,Sohalt,48,0
215966693,botnk,18,0
216188,jdx,1,0
2162021,rhysmdnz,40,0
21625034,philipp-baumann,2,0
2163805,Linschlager,8,0
2164118,tobiasBora,36,0
21687187,arunoruto,7,0
21691482,dakshjotwani,1,0
21696515,ezrasingh,2,0
217050,albertchae,21,0
2171995,thillux,130,0
2174084,chmanie,2,0
217543,DamienCassou,128,151
217899,cyplo,5,0
217918,considerate,6,0
217928271,lelambda,1,0
2179419,jagajaga,0,10
2179547,CalebJohn,2,0
2180070,jamborm,1,0
218024,justinkb,5,0
2187261,jboynyc,15,0
2189609,zhaofengli,200,0
219155,occ,2,0
2192042,hakujin,3,0
219362,srhb,39,82
21953890,DerTim1,1,0
2195834,jluttine,4,0
21970718,mmyoungman,1,0
21972673,shobu13,5,0
21975189,tsandrini,9,0
21976096,kamronm,1,0
21977014,pnmadelaine,13,0
21991990,Sleeping-Donut,2,0
22007229,VoreckLukas,1,0
220084,anthonyroussel,980,59
220085100,der-letzte,1,0
220211,renatoGarcia,2,0
22036195,rwf93,6,0
220447215,tbaldwin-dev,3,0
22054878,FizzyApple12,2,0
220623,bpresles,3,0
22075344,L-as,58,0
22078730,tengkuizdihar,13,0
22085373,Qubasa,4,0
2209490,johnbcoughlin,2,0
22115108,shikanime,2,0
22116767,Kritnich,2,0
22124013,DrakeTDL,4,0
2212681,jakubgs,22,0
22127191,Shardion,1,0
22127600,voronind-com,5,0
22131756,aaqaishtyaq,2,0
2215,whiteley,21,0
22151774,zhangwenlong8911,1,0
2215838,ericthomasca,1,0
22163,d4rk,3,0
22163194,stelcodes,4,0
2217181,thenonameguy,11,0
221929,jbgi,27,0
22211000,azahi,248,354
2221163,Naora,4,0
22222756,wgordon17,2,0
222375,Mayeu,1,0
222412,nifoc,2,0
22241847,3Rafal,1,0
222664,hexagonal-sun,26,0
22267679,ryand56,165,0
222683,SolidRhino,5,0
2227028,afreakk,8,0
22280447,amerinor01,6,0
22300113,EdSwordsmith,3,0
2230917,norpol,12,0
22327045,hbjydev,2,0
223288,martiert,4,0
223323,mgdelacroix,14,0
22332636,ShawnToubeau,2,0
223408,vamega,12,0
22346805,adtya,7,0
22349605,anthonycicc,1,0
22363274,ryan4yin,49,0
223651,mannahusum,1,0
223664,blin,1,0
22370,charles-dyfis-net,10,0
22371,dsully,1,0
22376151,phrmendes,4,0
223910,dbalan,18,0
224042,RonjaPonja,1,0
22406910,pluiedev,107,0
224216,nanzhong,1,0
22452,secobarbital,9,0
22477669,mkgvt,2,0
22490354,o0th,2,0
224922,swsnr,1,0
22493292,aureleoules,1,0
22500027,usertam,35,0
22500561,albertilagan,7,0
22533224,emmabastas,3,0
2253428,dghubble,2,0
22543341,korrat,8,0
2255192,wahjava,234,0
22575913,Chickensoupwithrice,1,0
22586596,marius851000,60,0
225893,falsifian,1,0
22592293,NukaDuka,16,0
22603015,Tobix99,1,0
22628816,IQubic,3,0
22654782,SapphoSys,4,0
22656849,anatawa12,1,0
22659757,messemar,20,0
22662856,jamesbt365,1,0
226650,trofi,2771,488
22665873,luukasahola,1,0
2266817,Gipphe,1,0
22669046,RyanGibb,8,0
22683640,jdupak,6,0
226872,samuela,344,264
2268851,x3rAx,8,0
2271467,w4tsn,1,0
2271762,Tasqa,4,0
22717869,adminy,10,0
22718694,bananaprotocol,1,0
2271906,gauravjuvekar,1,0
227236,jaen,4,0
22727114,Infinidoge,111,0
22727323,mahtaran,2,0
22729355,TomHotston,3,0
227442,rex4539,1,0
22744597,Peefy,2,0
22756350,HanEmile,2,0
22758444,eadwu,18,0
22795263,thunze,16,0
22803888,wineee,738,387
2280539,sondr3,1,0
22806146,myned,1,0
22817873,n0emis,30,0
22820003,C4F3Z1N,9,0
22836301,Mazurel,1,0
22852285,seam345,4,0
22859658,RTUnreal,9,0
22868730,AlexChalk,2,0
22870801,med8bra,2,0
2287221,Nebucatnetzer,22,4
22875724,evantypanski,1,0
22877007,edwargix,1,0
228866,carbolymer,3,0
22890124,ed9w2in6,1,0
228931,priegger,25,0
2291571,diegobfernandez,3,0
22916782,JoanMassachs,3,0
22920627,Lerrrtaste,1,0
22965352,kmogged,3,0
2298856,datastory,1,0
2299951,pietroalbini,4,0
22999549,GWspekulatius,1,0
23001619,npatsakula,11,0
23003873,rutrum,1,0
23005347,gshpychka,5,0
23006870,gotlougit,1,0
2300709,toXel,2,0
23011243,DarkKirb,31,0
230233,darix,1,0
230338,gcurtis,2,0
230381,vq,3,0
23038812,siriobalmelli,28,0
23052796,qenya,1,0
23055925,christophcharles,6,0
2306085,wfdewith,22,0
230613,Munksgaard,23,0
2308444,jmgilman,6,0
23086727,easrng,1,0
230930,cryo28,1,0
23096821,JakDar,1,0
23097564,puzzlewolf,9,0
2309868,luochen1990,20,0
2310568,Julow,50,0
23124539,bjsowa,4,0
2312534,AnatolyPopov,11,0
23127866,StayBlue,2,0
23130178,ShadowRZ,30,0
2313201,aidalgol,152,0
23135512,pizzapim,6,0
23144345,kowale,2,0
23148089,ThanePatrol,2,0
231483,endgame,20,0
23151917,nadir-ishiguro,54,0
231523,happyalu,6,0
23156685,widmannt,2,0
2316641,StefanoDeVuono,4,0
23171985,schra,4,0
23179762,jthulhu,14,0
2318843,aciceri,38,0
23199375,gernotfeichter,2,0
23206205,WilliamHsieh,4,0
23208753,florianvazelle,1,0
2321218,genomematt,4,0
2321672,MakiseKurisu,19,0
23222857,TheOnlyMrCat,4,0
23246594,joshspicer,3,0
23264966,gytis-ivaskevicius,23,2
2326560,nmeum,2,0
23294184,ranfdev,2,0
23326167,Deep-Six,1,0
23345803,raspher,8,0
2335377,def-,1,0
2335822,alexfmpe,183,14
2338339,wakira,2,0
233979,bam80,5,0
23406,arthurk,1,0
23411248,Anillc,9,0
23421201,soyouzpanda,38,0
23422690,f0x52,6,0
23431373,OPNA2608,1228,336
23435099,rytswd,6,0
23462908,Mifom,2,0
23468812,DCsunset,31,0
2347889,sauyon,3,0
23485511,evalexpr,3,0
23486351,cdmistman,12,0
235202,garymh,1,0
23528985,tiredofit,4,0
23534120,harryposner,2,0
2355041,shassard,3,0
23559888,Tchekda,5,0
23580910,meithecatte,1,0
2358201,jesskay,4,0
236070,yihuang,6,0
23623237,0xch4z,1,0
236293,fiq,6,0
236394,qbg,5,0
23645788,shivaraj-bh,68,0
2364742,rvnstn,2,0
236582,mattsawyer77,1,0
2366731,Sytten,1,0
23667494,LucasFA,9,0
2371316,glenn-m,3,0
23723294,Cryolitia,59,0
23723926,fullmetalsheep,2,0
23727619,lnk3,1,0
23727645,ijaketak,1,0
23741,cmars,1,0
2374245,donovanglover,178,540
23743547,oppiliappan,7,0
23745503,CodeChomper,1,0
23748183,estebanheish,1,0
237493,razielgn,1,0
237543,hmac,4,0
2377,jdelStrother,8,0
2379774,buckley310,105,0
2380692,cursedquail,2,0
238360,balor,1,0
2384578,jayay,2,0
238528,smancill,123,280
2385506,hhoeflin,1,0
2387841,alexbakker,7,0
238853,gmacon,19,0
239458,poulter7,1,0
239520,lostmsu,3,0
2397400,masoo,1,0
24027,bbigras,238,75
2404518,Necior,3,0
2405792,butzist,1,0
2412121,matshch,18,0
241257,mdr,2,0
2416116,TheBenCollins,1,0
241621,theduke,2,0
2418945,paroxp,2,0
24192522,MithicSpirit,14,0
24193,callahad,6,0
24209689,liketechnik,15,0
2422454,kwohlfahrt,2,0
2422504,Masterkraft0r,1,0
24233408,dukc,5,0
24237095,NireBryce,6,0
24249485,mrbitt,4,0
24254,dbueno,1,0
24254289,bhankas,22,0
2425983,isaacchua,1,0
24270419,qhua948,3,0
24273,jakubpawlowicz,2,0
24281931,ovpanait,3,0
24296517,dqkqd,1,0
24321043,aMerryElk,1,0
24324298,tombojer,2,0
24324352,noaccOS,4,0
24360839,fin444,11,0
24368475,Axolord,1,0
2438,dhess,1,0
24387926,ImGabe,7,0
24388085,sith-lord-vader,2,0
24390575,lukts30,20,0
24391983,Jorropo,1,0
24392180,orhun,2,0
243976,dinkypumpkin,1,0
24405066,stephaneyfx,4,0
2440581,CRTified,12,0
2441328,altsalt,1,0
24415942,Stefichen5,2,0
24417923,c0bw3b,134,610
244239,collares,213,167
24440751,Steven0351,4,0
24451978,misumisumi,1,0
2446,mhorbul,1,0
24463229,Forden,1,0
24484414,dsilvasc,1,0
244909,cdombroski,8,0
24496705,SCOTT-HAMILTON,13,0
24505474,wamirez,36,2
24508452,VitalyAnkh,1,0
2453136,thblt,7,0
245435,caarlos0,29,0
2454540,TRPB,1,0
24545581,ngkz,2,0
245573,veprbl,1274,1014
24574288,nrabulinski,20,0
24578572,PowerUser64,22,0
24584,rmgpinto,2,0
24593008,FKouhai,25,0
24614168,Tungsten842,53,0
24614463,alexstaeding,3,0
2461951,akegalj,3,0
246230,thatsmydoing,2,0
24633871,Nikhil-X-Dhiman,2,0
24637919,LawsOfScience,1,0
246386,ntninja,7,0
24651767,felix-andreas,3,0
24655513,planetbeldar,9,0
246631,presto8,7,0
2466322,tristanpemble,1,0
24669,ptman,1,0
246745,lukegb,604,356
24696,majewsky,5,0
2469618,junjihashimoto,17,0
2470864,TuxCoder,3,0
247162,paulperegud,3,0
24716467,j0lol,8,0
2472678,ldesgoui,1,0
2472944,mattiascockburn,1,0
24735185,mahmoudk1000,28,0
24737605,RageKnify,1,0
24750154,matdibu,22,0
24759037,MathiasSven,13,0
24765962,mkienitz,2,0
24767687,mateusauler,2,0
2477952,applejag,9,0
247849,jalaziz,1,0
24791219,jakobneufeld,5,0
24796587,mrsekut,1,0
248016,rapenne-s,78,0
248143,misuzu,231,818
248148,ftrvxmtrx,1,0
24815061,venikx,3,0
24828012,escherlies,19,6
24839592,jmpunkt,13,0
24854941,TheRealKeto,18,0
2486026,LucaFulchir,3,0
24869055,micaplush,3,0
2487922,Lucus16,23,4
24882790,stuebinm,31,0
2488926,dfrankland,1,0
2489598,fleaz,32,0
24916780,vicky1999,8,0
24929858,nosewings,9,0
249317,montag451,1,0
24936306,Mr-Andersen,2,0
24945247,lukasschlueter,1,0
2495125,MarkusZoppelt,1,0
24965952,NiklasVousten,4,0
24977217,Fumesover,2,0
24977596,6543,40,0
24978009,LuisChDev,1,0
24979302,wexder,3,0
2498805,rhelmot,400,20
24990385,nicomem,17,0
24990891,ymatsiuk,44,0
24994565,l0go,5,0
25004152,adrlau,3,0
25009432,tinybeachthor,1,0
25015917,varunsh-coder,1,0
2502060,usrfriendly,1,0
2502736,jhillyerd,2,0
25030997,JohnTitor,1,0
25060097,Daholli,17,0
2507744,rkoe,1,0
25083790,natsukium,1511,3115
25088352,ck3d,180,700
25102748,Biepa,1,0
25106405,gbpdt,8,0
2512008,evenbrenden,7,0
25143877,anthr76,2,0
25164338,zedseven,2,0
25173827,VergeDX,94,0
25174105,l4l4l4l4,1,0
25184102,Hasnep,9,0
25187100,twiclo,1,0
252042,drupol,1486,6109
25209552,1randomguy,3,0
25214020,FlyingWombat,1,0
25232034,marte26,1,0
25232523,jheidbrink,2,0
25235514,Prince213,385,0
25236206,adriandole,3,0
25237999,suryavamsi6,1,0
25256195,bnapolitano,5,0
2526260,urandom2,113,0
2526296,abustany,3,0
25263210,ckiee,57,56
25278,otavio,180,0
25278658,patwid,4,0
25285508,cterence,5,0
252949,cnf,1,0
25295717,glostis,2,0
2529595,ZJvandeWeg,1,0
2530548,AaronVerDow,10,0
25319264,aszenz,4,0
253208,dsx,2,0
25336974,anpandey,3,0
2536303,elohmeier,91,0
25366750,mbednarek360,1,0
25372613,wozeparrot,26,0
2537737,satabin,1,0
25377854,sinofp,1,0
25388474,mupdt,13,0
25406440,scribam,1,0
25421460,BlueskyFR,1,0
25434434,lockejan,19,0
25440339,trepetti,6,0
2544204,eskytthe,7,0
25443812,Confidenceman02,1,0
254443,mrene,24,0
254565,exarkun,17,0
2545850,zeuner,34,0
25458915,nukdokplex,4,0
25467044,Chan-Siu-Man,2,0
2546805,fazo96,1,0
25469495,andreasuvoss,2,0
25470747,ok-nick,4,0
254799,simonkampe,6,0
2548365,abathur,234,15
25505957,ilian,1,0
25513187,chetgurevitch,2,0
25514,fourplusone,2,0
2551444,marzipankaiser,1,0
25521218,Enter-tainer,4,0
25526706,StillerHarpo,18,0
255667,returntoreality,35,0
25573947,AdrienCos,2,0
255802,liaowang11,1,0
25618740,hoppla20,1,0
25621857,justinrubek,5,0
25623213,catouc,3,0
2563682,astutecat,1,0
2564003,deejayem,36,0
25644444,Bwc9876,2,0
25647735,ratsclub,48,0
25671654,MeKot,1,0
25696658,HLudmann,1,0
2570854,jacg,37,0
25756846,jbellerb,5,0
25768714,SimonBrandner,2,0
25783780,aos,8,0
25791887,pszubiak,1,0
25805985,ReplayCoding,2,0
25817501,johejo,2,0
2582071,jonasnick,17,0
2582617,freyacodes,10,0
25827180,Janrupf,2,0
25834068,auxves,2,0
25842298,miketth,2,0
25856103,DDoSolitary,3,0
2588,scvalex,30,0
2588851,jansol,99,0
2590830,neonfuz,1,0
2592640,grindhold,8,0
25948336,eztakesin,2,0
25955146,eyJhb,43,0
2597803,MMesch,17,12
25984337,Squamto,1,0
25993494,nessdoor,33,0
2600039,spencerjanssen,2,0
26014535,negatethis,3,0
26016419,HE7086,1,0
26026518,rster2002,2,0
26026535,provokateurin,37,0
26032621,JeremiahSecrist,8,0
26038207,RealTirex,7,0
26041945,berberman,8,0
26072474,philipp8101,1,0
26093674,MaeIsBad,3,0
26097448,stephenmsachs,1,0
260983,AdrienLemaire,2,0
2611789,kit-ty-kate,2,0
26117918,Yethal,11,0
2612464,vbgl,1647,1477
26125115,frederictobiasc,28,0
26172375,Rayzeq,1,0
26175258,bpiv400,5,0
26176350,kiria-moe,2,0
2617961,onvik,7,0
26196187,UlyssesZh,33,0
26205306,JuneStepp,16,0
2621,bradfitz,2,0
26210439,joinemm,3,0
26225338,alex-robbins,1,0
26231126,NilsIrl,6,0
262503,mlen,2,0
26257151,belamu,4,0
26260032,skowalak,7,0
26262387,concatime,1,0
2631925,jktjkt,1,0
2632,tek,1,0
26322692,bryango,92,0
26331682,bandithedoge,20,0
26336,tony,1,0
2634059,hrajchert,1,0
26341224,mogeko,8,0
26341736,dvishal485,4,0
26346867,kbdharun,10,0
26354635,pzeinlinger,4,0
26362368,astrobeastie,5,0
2637143,robsears,1,0
26379999,averyvigolo,14,0
26383051,siddharth-narayan,2,0
26391003,amadejkastelic,87,0
26395874,rafameou,8,0
26405363,ken-matsui,21,0
2641205,sixhobbits,1,0
26417242,tesq0,2,0
26417323,thomaslepoix,4,0
26421479,spaceoden,1,0
2642849,elopez,1,0
26435820,thomas-zahner,1,0
264372,koozz,2,0
26444818,camillemndn,16,0
26446393,ElleNajt,1,0
26450958,ctem,5,0
26458780,MatthewCroughan,170,49
26459151,toubul,1,0
26464515,ede1998,2,0
2646558,jacobgreenleaf,2,0
26470037,markuskowa,627,1081
26471,andersk,170,0
2647236,Pamplemousse,20,0
2647566,bzizou,40,0
264788,somasis,42,0
26492670,june128,1,0
2649467,ribose-jeffreylau,8,0
265084,lovek323,2,2
26509014,tristan-f-r,1,0
26512375,gp2112,11,0
26514714,gamersekofy,2,0
26520767,headblockhead,1,0
265220,dhl,1,0
26522723,itzwam,3,0
26559841,matthewpi,16,0
26575793,sents,4,0
265800,ngiger,10,0
26599554,tdemin,5,0
26600206,xtrm-en,5,0
26604994,GavinRay97,2,0
26618520,astrdark,1,0
26622971,kraem,9,0
26623273,EmilioPeJu,1,0
2663216,erdnaxe,127,0
26647207,StridBot,28,0
